,level,parent,name,q,eppo,hosts,hosts_ix,corr_deseases
159,8,769,Erysiphe heraclei,Q5396389,ERYSHE,"[[""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""], [""Apium graveolens"", ""Q28298"", ""APUGV""]]","[683, 226]","[[""Powdery mildew""]]"
160,,,Erysiphe polygoni,Q54366438,ERYSPG,"[[""Anemone"", ""Q158286"", ""ANMCO""], [""Lens culinaris"", ""Q131226"", ""LENCU""], [""Fabaceae"", ""Q44448"", ""1LEGF""], [""Hydrangea"", ""Q155997"", ""1HYEG""], [""Primula"", ""Q158974"", ""1PRIG""], [""Dahlia pinnata"", ""Q1549236"", ""DAHPI""], [""Trifolium pratense"", ""Q156635"", ""TRFPR""], [""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""], [""Beta vulgaris"", ""Q165191"", ""BEAVX""], [""Brassicaceae"", ""Q156888"", ""1CRUF""]]","[7, 1060, 56, 51, 72, 674, 1963, 683, 281, 22]","[[""Powdery mildew""]]"
161,8,769,Erysiphe pisi,Q3359256,ERYSPI,"[[""Medicago sativa"", ""Q156106"", ""MEDSA""], [""Lens culinaris"", ""Q131226"", ""LENCU""]]","[1200, 1060]","[[""Powdery mildew""]]"
162,9,774,Eutypella parasitica,Q3735088,ETPLPA,"[[""Acer negundo"", ""Q161166"", ""ACRNE""], [""Acer pseudoplatanus"", ""Q156944"", ""ACRPP""], [""Acer rubrum"", ""Q161364"", ""ACRRB""], [""Acer pensylvanicum"", ""Q1190312"", ""ACRPE""], [""Acer saccharum subsp. nigrum"", ""Q460328"", ""ACRSN""], [""Acer platanoides"", ""Q26745"", ""ACRPL""], [""Acer campestre"", ""Q158785"", ""ACRCA""], [""Acer saccharinum"", ""Q158301"", ""ACRSA""], [""Acer saccharum"", ""Q214733"", ""ACRSC""]]","[137, 142, 144, 140, 147, 141, 131, 145, 146]","[[""Eutypella canker"", ""Q109018301""]]"
163,8,777,Exobasidium reticulatum,Q5420493,EXOBRE,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""Net blister blight""]]"
164,8,777,Exobasidium vexans,Q292626,EXOBVE,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""Blister blight""]]"
165,8,780,Fomitiporia mediterranea,Q1650793,FOMPME,"[[""Vitis"", ""Q191019"", ""1VITG""]]",[99],"[[""Esca""]]"
166,9,781,Mycovellosiella fulva,Q2084190,FULVFU,[],[],"[[""Tomato leaf mold"", ""Q20720363""]]"
167,9,697,Fusarium oxysporum f.sp. betae,Q5509894,FUSABE,[],[],"[[""Fusarium yellows"", ""Q97572182""]]"
168,9,697,Fusarium oxysporum f.sp. cubense,Q5509901,FUSACB,"[[""Musa"", ""Q8666090"", ""1MUBG""], [""Musa x paradisiaca"", ""MUBPA""]]","[62, 1238]","[[""Panama disease"", ""Q3240031""]]"
169,9,697,Fusarium culmorum,Q2712591,FUSACU,"[[""Avena sativa"", ""Q12104"", ""AVESA""]]",[269],"[[""Seedling blight"", ""Q98782918""]]"
170,9,697,Fusarium oxysporum f.sp. lini,Q5509905,FUSALI,[],[],"[[""Fusarium wilt of flax"", ""Q128617603""]]"
171,9,697,Fusarium oxysporum,Q139958,FUSAOX,"[[""Coffea"", ""Q156354"", ""1COFG""], [""Linum usitatissimum"", ""Q45108"", ""LIUUT""]]","[18, 1099]","[[""Q130565145"", ""Q130565145""], [""Wilt""]]"
172,9,697,Fusarium caeruleum,Q131672,FUSASC,[],[],"[[""Q108699292"", ""Q108699292""], [""root rot of beet"", ""Q99395308""], [""Q127418595"", ""Q127418595""], [""Fusarium wilt"", ""Q1475267""]]"
173,9,697,Fusarium solani,Q5509914,FUSASO,"[[""Juglans regia"", ""Q46871"", ""IUGRE""], [""Corylus"", ""Q145889"", ""1CYLG""]]","[1005, 34]","[[""Stem canker""], [""Fusarium dry rot"", ""Q3400651""]]"
174,9,697,Fusarium udum,,FUSAUD,"[[""Crotalaria juncea"", ""Q2855436"", ""CVTJU""], [""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Crotalaria paulina"", ""Q15451387"", ""CVTPA""], [""Crotalaria ochroleuca"", ""Q15450192"", ""CVTOC""]]","[626, 342, 629, 628]","[[""Fusarium wilt"", ""Q1475267""]]"
175,9,782,Gaeumannomyces graminis,Q15633810,GAEUGR,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Triticum durum"", ""Q618324"", ""TRZDU""], [""Secale cereale"", ""Q12099"", ""SECCE""]]","[961, 1969, 1783]","[[""Take-all""]]"
176,8,784,Ganoderma applanatum,Q774576,GANOAP,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""], [""Acer pseudoplatanus"", ""Q156944"", ""ACRPP""]]","[341, 142]","[[""Root rot"", ""Q1442077""], [""butt rot"", ""Q5002768""]]"
177,8,784,Ganoderma philippii,Q5521452,GANOPH,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""Red root rot""]]"
178,9,790,Geotrichum candidum,Q5548626,GEOTCA,"[[""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""], [""Citrus"", ""Q81513"", ""1CIDG""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Prunus persica"", ""Q13189"", ""PRNPS""]]","[683, 13, 1866, 1551]","[[""Sour rot""]]"
179,9,628,Grapevine fanleaf virus,Q2141971,GFLV00,"[[""Vitis vinifera"", ""Q30046"", ""VITVI""]]",[2069],"[[""grapevine fanleaf degeneration"", ""Q12049775""]]"
180,9,697,Fusarium circinatum,Q5509888,GIBBCI,"[[""Bromus carinatus"", ""Q162214"", ""BROCN""], [""Pinus durangensis"", ""Q2703193"", ""PIUDU""], [""Pinus torreyana"", ""Q2746149"", ""PIUTO""], [""Pinus nigra"", ""Q145954"", ""PIUNI""], [""Calocedrus decurrens"", ""Q1399164"", ""CCDDE""], [""Pinus densiflora"", ""Q1044186"", ""PIUDE""], [""Arrhenatherum longifolium"", ""Q12208086"", ""PSQLO""], [""Pinus halepensis"", ""Q211457"", ""PIUHA""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Larix kaempferi"", ""Q147439"", ""LAXLE""], [""Pinus sabiniana"", ""Q2473331"", ""PIUSA""], [""Holcus lanatus"", ""Q158110"", ""HOLLA""], [""Pinus muricata"", ""Q866150"", ""PIUMR""], [""Teucrium scorodonia"", ""Q161748"", ""TEUSC""], [""Pinus leiophylla"", ""Q2737854"", ""PIULE""], [""Pinus glabra"", ""Q539249"", ""PIUGL""], [""Pinus pringlei"", ""Q3506518"", ""PIUPJ""], [""Pinus thunbergii"", ""Q854884"", ""PIUTH""], [""Pinus roxburghii"", ""Q3239892"", ""PIURO""], [""Pinus ayacahuite"", ""Q1546541"", ""PIUAY""], [""Pinus palustris"", ""Q148542"", ""PIUPA""], [""Pinus taeda"", ""Q368248"", ""PIUTD""], [""Rubus ulmifolius"", ""Q59843"", ""RUBUL""], [""Abies alba"", ""Q146992"", ""ABIAL""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Pinus echinata"", ""Q3237846"", ""PIUEC""], [""Pinus luchuensis"", ""Q975887"", ""PIULU""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Pinus maximinoi"", ""Q137010"", ""PIUMX""], [""Pinus pinea"", ""Q106094"", ""PIUPN""], [""Pinus pseudostrobus"", ""Q137071"", ""PIUPS""], [""Pinus pinaster"", ""Q271582"", ""PIUPL""], [""Pinus strobus"", ""Q157230"", ""PIUST""], [""Pinus canariensis"", ""Q756191"", ""PIUCA""], [""Pinus radiata"", ""Q748888"", ""PIURA""], [""Pinus wallichiana"", ""Q747652"", ""PIUWA""], [""Pinus montezumae"", ""Q1640268"", ""PIUMZ""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Sonchus oleraceus"", ""Q331676"", ""SONOL""], [""Musa acuminata"", ""Q132970"", ""MUBAC""], [""Pinus douglasiana"", ""Q147472"", ""PIUDO""], [""Pinus greggii"", ""Q137015"", ""PIUGG""], [""Pinus patula"", ""Q134804"", ""PIUPT""], [""Pentameris pallida"", ""Q24700577"", ""PFMPA""], [""Pinus attenuata"", ""Q2703208"", ""PIUAT""], [""Agrostis capillaris"", ""Q159717"", ""AGSTE""], [""Pinus kesiya"", ""Q1939271"", ""PIUKE""], [""Hypochaeris radicata"", ""Q421057"", ""HRYRA""], [""Cymbidium sp."", ""CMFSS""], [""Pseudotsuga menziesii"", ""Q156687"", ""PSTME""], [""Pinus virginiana"", ""Q3505749"", ""PIUVI""], [""Briza maxima"", ""Q140178"", ""BRZMA""], [""Larix decidua"", ""LAXDE""], [""Pinus armandii"", ""Q3286876"", ""PIUAR""], [""Pinus elliottii"", ""Q1249109"", ""PIUEL""], [""Pinus teocote"", ""Q311073"", ""PIUTE""], [""Pinus hartwegii"", ""Q136695"", ""PIUHW""], [""Pinus elliottii var. densa"", ""Q24692854"", ""PIUDN""], [""Centaurea decipiens"", ""Q15565039"", ""CENDN""], [""Pinus arizonica"", ""Q2703215"", ""PIUPR""], [""Zea mays"", ""Q124961380"", ""ZEAMX""], [""Pinus cembroides"", ""Q3506511"", ""PIUCM""], [""Zea mays"", ""Q11575"", ""ZEAMX""], [""Pinus rigida"", ""Q837410"", ""PIURI""], [""Lolium arundinaceum"", ""Q50346809"", ""FESAR""], [""Pinus coulteri"", ""Q1137001"", ""PIUCO""], [""Picea glauca"", ""Q128116"", ""PIEGA""], [""Pinus elliottii var. elliottii"", ""Q24692855"", ""PIUEE""], [""Pinus tecunumanii"", ""Q3308344"", ""PIUTC""], [""Pinus discolor"", ""Q10954063"", ""PIUDR""], [""Ehrharta erecta"", ""Q3758628"", ""EHRER""], [""Pinus occidentalis"", ""Q3388586"", ""PIUOC""]]","[311, 1397, 1461, 1425, 351, 1393, 1574, 1407, 1439, 1049, 1449, 959, 1420, 1937, 1414, 1406, 1435, 1460, 1448, 1380, 1431, 1458, 1735, 105, 69, 1398, 1415, 1453, 1422, 1438, 1441, 1436, 1456, 1383, 1444, 1464, 1423, 1388, 1874, 1237, 1395, 1405, 1442, 1327, 1379, 170, 1412, 966, 501, 1576, 1463, 331, 1047, 1378, 1401, 1459, 1410, 1394, 379, 1440, 2088, 1387, 2088, 1447, 837, 1389, 1365, 1400, 1457, 1396, 768, 1429]","[[""Pine pitch canker"", ""Q7195417""]]"
181,9,697,Fusarium fujikuroi,Q10500328,GIBBFU,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""], [""Saccharum officinarum"", ""Q3391243"", ""SACOF""], [""Glycine max"", ""Q11006"", ""GLXMA""], [""Ananas"", ""Q147316"", ""1ANHG""], [""Camellia sinensis"", ""Q101815"", ""CAHSI""], [""Dianthus carthusianorum"", ""Q159735"", ""DINCT""], [""Musa"", ""Q8666090"", ""1MUBG""], [""Medicago sativa"", ""Q156106"", ""MEDSA""]]","[1276, 1745, 901, 6, 341, 715, 62, 1200]","[[""Bakanae"", ""Q4849001""]]"
182,9,697,Fusarium equiseti,Q103817240,GIBBIN,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""]]",[29],"[[""Damping off"", ""Q1500132""]]"
183,9,697,Fusarium sambucinum,,GIBBPU,"[[""Humulus lupulus"", ""Q104212"", ""HUMLU""], [""Fragaria"", ""Q745"", ""1FRAG""]]","[972, 43]","[[""Canker""], [""Fruit blotch""]]"
184,9,697,Fusarium stilboides,,GIBBST,"[[""Coffea"", ""Q156354"", ""1COFG""]]",[18],"[[""Bark disease""]]"
185,9,697,Gibberella xylarioides,Q5558698,GIBBXY,"[[""Coffea arabica"", ""Q47685"", ""COFAR""], [""Coffea canephora"", ""Q47532"", ""COFCA""]]","[512, 513]","[[""Coffee Wilt Disease"", ""Q17640135""]]"
186,9,697,Fusarium graminearum,Q103806070,GIBBZE,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""], [""Secale cereale"", ""Q12099"", ""SECCE""], [""Avena sativa"", ""Q12104"", ""AVESA""]]","[1276, 1783, 269]","[[""scab"", ""Q1639227""], [""Head blight""]]"
187,8,791,Gibbera vacciniicola,Q107694713,GIBRVA,"[[""Vaccinium"", ""Q5079636"", ""1VACG""]]",[96],"[[""Gibbera twig blight""]]"
188,9,793,Microdochium sorghi,,GLOCSO,"[[""Zea mays"", ""Q11575"", ""ZEAMX""]]",[2088],"[[""Zonate leaf spot""]]"
189,8,795,Gloeosporium theae-sinensis,Q5571191,GLOETS,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""bean anthracnose"", ""Q16039082""]]"
190,9,796,Glomerella cingulata,Q3772404,GLOMCI,"[[""Cocos nucifera"", ""Q13187"", ""CCNNU""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Poinsettia"", ""Q15711519"", ""EPHPU""], [""Glycine max"", ""Q11006"", ""GLXMA""], [""Schlumbergera"", ""Q240857"", ""1SBGG""], [""Brassica napus"", ""Q177932"", ""BRSNN""], [""Theobroma cacao"", ""Q42385"", ""THOCA""], [""Aguacate"", ""Q37153"", ""PEBAM""], [""Camellia sinensis"", ""Q101815"", ""CAHSI""], [""Manihot esculenta"", ""Q83124"", ""MANES""], [""Cyclamen"", ""Q147295"", ""CYZHE""], [""Mangifera indica"", ""Q3919027"", ""MNGIN""], [""Brassicaceae"", ""Q156888"", ""1CRUF""], [""Passiflora edulis"", ""Q156790"", ""PAQED""], [""Malus"", ""Q104819"", ""1MABG""], [""Cattleya"", ""Q133733"", ""1CTBG""], [""Geranium"", ""Q157211"", ""1GERG""], [""Vaccinium oxycoccos"", ""Q374399"", ""VACOX""], [""Kalanchoe"", ""Q312063"", ""1KANG""], [""Humulus lupulus"", ""Q104212"", ""HUMLU""], [""Coffea"", ""Q156354"", ""1COFG""], []]","[355, 1551, 787, 901, 84, 319, 1939, 1306, 341, 1187, 661, 1219, 22, 1290, 58, 26, 45, 2018, 54, 972, 18]","[[""brown felt blight"", ""Q12048208""], [""Leaf spot""], [""bean anthracnose"", ""Q16039082""], [""Bitter rot""]]"
191,,,Glomerella glycines,Q10505769,GLOMGL,"[[""Nicotiana tabacum"", ""Q181095"", ""NIOTA""], [""Glycine max"", ""Q11006"", ""GLXMA""]]","[1260, 901]","[[""bean anthracnose"", ""Q16039082""]]"
192,9,673,Colletotrichum gossypii,Q1311977,GLOMGO,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""], [""Gossypium hirsutum"", ""Q133481"", ""GOSHI""], [""Triticum aestivum subsp. aestivum"", ""Q21384762"", ""TRZAX""], [""Gossypium arboreum"", ""Q310124"", ""GOSAR""], [""Gossypium anomalum"", ""Q15368023"", ""GOSAN""], [""Syzygium cumini"", ""Q232571"", ""SYZCU""], [""Gossypium herbaceum"", ""Q177615"", ""GOSHE""], [""Gossypium thurberi"", ""Q5587520"", ""GOSTH""], [""Gossypium barbadense"", ""Q311515"", ""GOSBA""], [""Gossypium"", ""Q719312"", ""1GOSG""], [""Gossypium davidsonii"", ""Q25533060"", ""GOSDV""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""]]","[1276, 911, 1968, 907, 906, 1923, 910, 912, 908, 47, 909, 1140]","[[""bean anthracnose"", ""Q16039082""]]"
193,9,673,Colletotrichum falcatum,,GLOMTU,"[[""Sugarcane"", ""Q3391243"", ""SACOF""]]",[1745],"[[""Red rot""]]"
194,9,797,Apiognomonia errabunda,Q4779849,GNOMEB,"[[""Acer pseudoplatanus"", ""Q156944"", ""ACRPP""]]",[142],"[[""bean anthracnose"", ""Q16039082""]]"
195,9,797,Apiognomonia erythrostoma,Q10415635,GNOMER,[],[],"[[""apricot leaf scorch"", ""Q8502088""], [""Q115043777"", ""Q115043777""]]"
196,9,798,Gnomonia iliau,Q5574382,GNOMIL,"[[""Sugarcane"", ""Q3391243"", ""SACOF""]]",[1745],"[[""Iliau""]]"
197,9,800,Stegophora ulmea,Q7606707,GNOMUL,"[[""Ulmus procera"", ""ULMPR""], [""Ulmus glabra"", ""Q147498"", ""ULMGL""], [""Ulmus thomasii"", ""Q1147786"", ""ULMTH""], [""Ulmus minor"", ""Q147487"", ""ULMMI""], [""Ulmus serotina"", ""Q2110146"", ""ULMSE""], [""Ulmus parvifolia"", ""Q1074099"", ""ULMPA""], [""Ulmus crassifolia"", ""Q7879431"", ""ULMCR""], [""Zelkova serrata"", ""Q920344"", ""ZELSE""], [""Ulmus laciniata"", ""Q4115140"", ""ULMLA""], [""Ulmus americana"", ""Q469382"", ""ULMAM""], [""Ulmus"", ""Q131113"", ""1ULMG""], [""Ulmus rubra"", ""Q1534893"", ""ULMRU""], [""Ulmus x hollandica"", ""ULMHO""], [""Ulmus laevis"", ""Q147492"", ""ULMLV""], [""Ulmus davidiana var. japonica"", ""Q844010"", ""ULMJA""], [""Ulmus alata"", ""Q7879360"", ""ULMAL""], [""Ulmus pumila"", ""Q1079824"", ""ULMPU""]]","[1995, 1988, 2000, 1993, 1998, 1994, 1987, 2090, 1991, 1984, 95, 1997, 1989, 1992, 1990, 1983, 1996]","[[""black spot of elm"", ""Q11775023""]]"
198,8,802,Godronia cassandrae,Q10506686,GODRCA,"[[""Vaccinium oxycoccos"", ""Q374399"", ""VACOX""], [""Vaccinium"", ""1VACG""]]","[2018, 96]","[[""End rot""]]"
199,8,803,Gremmeniella abietina,Q147369,GREMAB,"[[""Pinus nigra"", ""Q145954"", ""PIUNI""], [""Pinus resinosa"", ""Q2045958"", ""PIURE""], [""Picea rubens"", ""Q469151"", ""PIERU""], [""Pinus densiflora"", ""Q1044186"", ""PIUDE""], [""Pinus halepensis"", ""Q211457"", ""PIUHA""], [""Picea sitchensis"", ""Q147426"", ""PIESI""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Pinus sabiniana"", ""Q2473331"", ""PIUSA""], [""Larix kaempferi"", ""Q147439"", ""LAXLE""], [""Abies sachalinensis"", ""Q1520125"", ""ABISA""], [""Pinus thunbergii"", ""Q854884"", ""PIUTH""], [""Abies nordmanniana subsp. equitrojani"", ""ABIBR""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Picea omorika"", ""Q147824"", ""PIEOM""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Pinus pinea"", ""Q106094"", ""PIUPN""], [""Pinus koraiensis"", ""Q301636"", ""PIUKO""], [""Pinus cembra"", ""Q147278"", ""PIUCE""], [""Pinus nigra subsp. laricio"", ""Q3905334"", ""PIUNL""], [""Pinus pinaster"", ""Q271582"", ""PIUPL""], [""Pinus strobus"", ""Q157230"", ""PIUST""], [""Larix lyallii"", ""Q1404234"", ""LAXLY""], [""Pinus radiata"", ""Q748888"", ""PIURA""], [""Pinus wallichiana"", ""Q747652"", ""PIUWA""], [""Picea jezoensis"", ""Q1190084"", ""PIEJE""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Pinus mugo"", ""Q147475"", ""PIUMU""], [""Pinus monticola"", ""Q261309"", ""PIUMO""], [""Pinus nigra subsp. pallasiana"", ""Q4429482"", ""PIUNP""], [""Abies balsamea"", ""Q428023"", ""ABIBA""], [""Pseudotsuga menziesii"", ""Q156687"", ""PSTME""], [""Picea mariana"", ""Q218425"", ""PIEMA""], [""Pinus rigida"", ""Q837410"", ""PIURI""], [""Picea glauca"", ""Q128116"", ""PIEGA""], [""Pinus banksiana"", ""Q806838"", ""PIUBN""], [""Picea abies"", ""Q145992"", ""PIEAB""]]","[1425, 1445, 1370, 1393, 1407, 1371, 1439, 1449, 1049, 113, 1460, 107, 69, 1369, 1453, 1438, 1413, 1385, 1426, 1436, 1456, 1050, 1444, 1464, 1366, 1388, 1421, 1418, 1427, 106, 1576, 1367, 1447, 1365, 1381, 1362]","[[""scleroderris canker"", ""Q12042243""]]"
200,8,805,Guignardia aesculi,Q3119498,GUIGAE,[],[],"[[""horse chestnut leaf blotch"", ""Q12857334""]]"
201,8,805,Phyllosticta ampelicida,,GUIGBI,"[[""Vitis vinifera"", ""Q30046"", ""VITVI""], [""Vitis"", ""Q191019"", ""1VITG""]]","[2069, 99]","[[""Black rot""]]"
202,8,806,Guignardia camelliae,Q10510380,GUIGCA,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""Copper blight""]]"
203,8,805,Guignardia citricarpa,Q5615694,GUIGCI,"[[""Citrus x aurantium"", ""Q147096"", ""CIDAU""], [""Fortunella"", ""1FOLG""], [""Citrus reticulata"", ""Q125337"", ""CIDRE""], [""Citrus maxima"", ""Q80024"", ""CIDGR""], [""Citrus"", ""Q81513"", ""1CIDG""], [""Citrus x limonia"", ""CIDLO""], [""Citrus x limon"", ""Q500"", ""CIDLI""], [""Citroncirus webberi"", ""CJCWE""], [""Citrus x nobilis"", ""CIDNO""], [""Citrus tankan"", ""Q11113636"", ""CIDTK""], [""Citrus x aurantiifolia"", ""CIDAF""], [""Citrus x aurantium var. sinensis"", ""CIDSI""], [""Citrus x aurantium var. paradisi"", ""CIDPA""], [""Citrus medica"", ""Q150064"", ""CIDME""]]","[439, 42, 459, 443, 13, 448, 447, 487, 456, 465, 436, 462, 457, 452]","[[""Citrus Black Spot"", ""Q5122880""], [""Black spot""]]"
204,8,805,Phyllosticta musarum,Q108207412,GUIGMU,[],[],"[[""Banana freckle"", ""Q20683862""]]"
205,8,808,Arthuriomyces peckianus,Q4800816,GYMCIN,"[[""Rubus"", ""Q602740"", ""1RUBG""]]",[82],"[[""Orange rust""]]"
206,8,810,Gymnosporangium sabinae,Q449430,GYMNFU,"[[""Pyrus communis"", ""Q146281"", ""PYUCO""], [""Juniperus chinensis"", ""Q157697"", ""IUPCH""]]","[1600, 1009]","[[""pear trellis rust"", ""Q93431365""]]"
207,8,810,Gymnosporangium juniperi-virginianae,Q5625087,GYMNJV,"[[""Juniperus sp."", ""IUPSS""], [""Crataegus mollis"", ""Q2671022"", ""CSCML""], [""Juniperus scopulorum"", ""Q533674"", ""IUPSC""], [""Crataegus sp."", ""CSCSS""], [""Juniperus chinensis var. sargentii"", ""Q15239368"", ""IUPCS""], [""Malus ioensis"", ""Q3332919"", ""MABIO""], [""Malus angustifolia"", ""Q4535958"", ""MABAN""], [""Juniperus virginiana"", ""Q157522"", ""IUPVI""], [""Malus glaucescens"", ""Q12841659"", ""MABGL""], [""Malus domestica"", ""Q18674606"", ""MABSD""], [""Juniperus horizontalis"", ""Q121427"", ""IUPHO""], [""Malus coronaria"", ""Q1936759"", ""MABCO""], [""Malus x soulardii"", ""MABSO""]]","[1016, 546, 1014, 552, 1011, 1159, 1150, 1017, 1156, 1169, 1013, 1153, 1172]","[[""Q100713428"", ""Q100713428""]]"
208,6,811,Haplobasidion musae,Q5651655,HAPBMU,"[[""Musa"", ""Q8666090"", ""1MUBG""], [""Musa x paradisiaca"", ""MUBPA""]]","[62, 1238]","[[""Malayan leaf spot""]]"
209,6,812,Hapalosphaeria deformans,Q5651571,HAPSDE,"[[""Rubus"", ""Q602740"", ""1RUBG""]]",[82],"[[""Stamen blight""]]"
210,9,814,Helminthosporium papulosum,Q5709444,HELMPA,"[[""Malus"", ""Q104819"", ""1MABG""]]",[58],"[[""Black pox""]]"
211,9,814,Helminthosporium solani,Q1117479,HELMSO,"[[""Solanum tuberosum"", ""Q10998"", ""SOLTU""]]",[1866],"[[""silver scurf"", ""Q16326620""]]"
212,9,816,Herpotrichia juniperi,Q14955414,HERPJU,[],[],"[[""brown felt blight"", ""Q12048208""]]"
213,7,818,Globodera rostochiensis,Q595152,HETDRO,"[[""Nicotiana acuminata"", ""Q1987290"", ""NIOAC""], [""Solanum melongena"", ""Q7540"", ""SOLME""], [""Datura ferox"", ""Q1245970"", ""DATFE""], [""Solanum pinnatum"", ""Q15536494"", ""SOLSB""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Solanum crispum"", ""Q145597"", ""SOLCR""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""]]","[1254, 1844, 676, 1859, 1866, 1834, 1140]","[[""Q13427895"", ""Q13427895""], [""Q106725501"", ""Q106725501""]]"
214,7,819,Heterodera schachtii,Q2203128,HETDSC,"[[""Beta vulgaris"", ""Q165191"", ""BEAVX""], [""Brassica"", ""Q58677"", ""1BRSG""]]","[281, 9]","[[""Q106727151"", ""Q106727151""]]"
215,8,822,Helicobasidium purpureum,Q1634818,HLCBBR,"[[""Rubus"", ""Q602740"", ""1RUBG""], [""Medicago sativa"", ""Q156106"", ""MEDSA""], [""Ulmus"", ""Q131113"", ""1ULMG""], [""Trifolium pratense"", ""Q156635"", ""TRFPR""]]","[82, 1200, 95, 1963]","[[""Root rot"", ""Q1442077""], [""violet root rot"", ""Q3429534""]]"
216,8,822,Helicobasidium mompa,Q10519608,HLCBMO,"[[""Ipomoea batatas"", ""Q37937"", ""IPOBA""]]",[996],"[[""violet root rot"", ""Q3429534""]]"
217,9,823,Hylurgopinus rufipes,Q2692053,HYLRRU,"[[""Ulmus americana"", ""Q469382"", ""ULMAM""], [""Ulmus"", ""Q131113"", ""1ULMG""]]","[1984, 95]","[[""Dutch elm disease"", ""Q845598""]]"
218,9,825,Aureobasidium caulivorum,,KABACA,"[[""Trifolium pratense"", ""Q156635"", ""TRFPR""]]",[1963],"[[""Northern anthracnose""]]"
219,9,826,Kabatina thujae,Q10542336,KABTTH,[],[],"[[""Q10855908"", ""Q10855908""]]"
220,8,827,Laetisaria fuciformis,Q3216059,LAESFU,[],[],"[[""Red Thread"", ""Q2168931""]]"
221,10,828,Lettuce big vein virus,Q6533867,LBVV00,[],[],"[[""Lettuce big-vein disease"", ""Q6533866""]]"
222,8,830,Lachnellula pini,Q80903343,LCHNPI,[],[],"[[""Q20919706"", ""Q20919706""]]"
223,8,832,Lachnellula wilkommii,Q1805201,LCHNWI,"[[""Larix decidua"", ""LAXDE""], [""Pseudolarix"", ""Q2664288"", ""1PSLG""], [""Larix"", ""Q25618"", ""1LAXG""]]","[1047, 75, 55]","[[""Q12427347"", ""Q12427347""]]"
224,9,834,Little cherry virus 1,Q18968014,LCHV10,"[[""Prunus serrula"", ""PRNSR""], [""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Prunus"", ""Q190545"", ""1PRNG""], [""Prunus pensylvanica"", ""Q2707920"", ""PRNPE""], [""Prunus cerasus"", ""Q131517"", ""PRNCE""], [""Prunus armeniaca"", ""Q37453"", ""PRNAR""], [""Prunus x sieboldii"", ""PRNZB""], [""Prunus incisa"", ""Q3269605"", ""PRNIC""], [""Prunus domestica"", ""Q44120"", ""PRNDO""], [""Prunus serrulata"", ""Q165321"", ""PRNSL""], [""Prunus subhirtella"", ""Q163070"", ""PRNSU""], [""Prunus x yedoensis"", ""PRNYE""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Prunus mahaleb"", ""Q161920"", ""PRNMH""], [""Prunus sargentii"", ""Q163039"", ""PRNSG""], [""Prunus emarginata"", ""Q591062"", ""PRNEM""], [""Prunus tomentosa"", ""Q627393"", ""PRNTO""]]","[1560, 1531, 73, 1549, 1521, 1516, 1567, 1537, 1529, 1557, 1562, 1566, 1517, 1542, 1555, 1532, 1563]","[[""Little cherry disease"", ""Q11775039""]]"
225,9,835,Little cherry virus 2,Q18967871,LCHV20,[],[],"[[""Little cherry disease"", ""Q11775039""]]"
