,level,parent,name,q,eppo,hosts,corr_deseases
193,9,723,Fusarium fujikuroi,Q10500328,GIBBFU,"[('Saccharum officinarum', 'SACOF'), ('Ananas', 'Q147316', '1ANHG'), ('Medicago sativa', 'Q156106', 'MEDSA'), ('Oryza sativa', 'Q161426', 'ORYSA'), ('Glycine max', 'GLXMA'), ('Musa', 'Q8666090', '1MUBG'), ('Camellia sinensis', 'Q101815', 'CAHSI'), ('Ananas', 'Q11284196', '1ANHG'), ('Musa', 'Q127789291', '1MUBG'), ('Dianthus carthusianorum', 'Q159735', 'DINCT')]","[('Bakanae', 'Q4849001')]"
194,9,723,Fusarium equiseti,Q103817240,GIBBIN,"[('Cucurbitaceae', 'Q8314', '1CUCF')]","[('Damping off', 'Q1500132')]"
195,9,723,Fusarium sambucinum,,GIBBPU,"[('Fragaria', 'Q745', '1FRAG'), ('Humulus lupulus', 'Q104212', 'HUMLU')]","[('Canker',), ('Fruit blotch',)]"
196,9,723,Fusarium stilboides,,GIBBST,"[('Coffea', 'Q156354', '1COFG')]","[('Bark disease',)]"
197,9,723,Gibberella xylarioides,Q5558698,GIBBXY,"[('Coffea canephora', 'Q47532', 'COFCA'), ('Coffea arabica', 'Q47685', 'COFAR')]","[('Coffee Wilt Disease', 'Q17640135')]"
198,9,723,Fusarium graminearum,Q103806070,GIBBZE,"[('Secale cereale', 'Q12099', 'SECCE'), ('Avena sativa', 'Q12104', 'AVESA'), ('Oryza sativa', 'Q161426', 'ORYSA')]","[('scab', 'Q1639227'), ('Head blight',)]"
199,8,807,Gibbera vacciniicola,Q107694713,GIBRVA,"[('Vaccinium', 'Q5079636', '1VACG')]","[('Gibbera twig blight',)]"
200,9,809,Microdochium sorghi,,GLOCSO,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('Zonate leaf spot',)]"
201,8,811,Gloeosporium theae-sinensis,Q5571191,GLOETS,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Anthracnose',)]"
202,9,812,Glomerella cingulata,Q3772404,GLOMCI,"[('Cocos nucifera', 'Q13187', 'CCNNU'), ('Cyclamen', 'Q147295', 'CYZHE'), ('Camellia sinensis', 'Q101815', 'CAHSI'), ('Kalanchoe', 'Q312063', '1KANG'), ('Coffea', 'Q156354', '1COFG'), ('Manihot esculenta', 'Q83124', 'MANES'), ('Malus', 'Q104819', '1MABG'), ('Passiflora edulis', 'Q156790', 'PAQED'), ('Theobroma cacao', 'Q42385', 'THOCA'), ('Aguacate', 'Q37153', 'PEBAM'), ('Cattleya', 'Q133733', '1CTBG'), ('Mangifera indica', 'Q3919027', 'MNGIN'), ('Vaccinium oxycoccos', 'Q374399', 'VACOX'), ('Brassicaceae', 'Q156888', '1CRUF'), ('Humulus lupulus', 'Q104212', 'HUMLU'), ('Poinsettia', 'Q15711519', 'EPHPU'), ('Schlumbergera', 'Q240857', '1SBGG'), ('Brassica napus', 'Q177932', 'BRSNN'), ('Geranium', 'Q157211', '1GERG'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Glycine max', 'Q11006', 'GLXMA'), ()]","[('Leaf spot',), ('Bitter rot',), ('Anthracnose',), ('Brown blight',)]"
203,,,Glomerella glycines,Q10505769,GLOMGL,"[('Glycine max', 'Q11006', 'GLXMA'), ('Nicotiana tabacum', 'Q181095', 'NIOTA')]","[('Anthracnose',)]"
204,9,703,Colletotrichum gossypii,Q1311977,GLOMGO,"[('Gossypium', 'Q719312', '1GOSG'), ('Oryza sativa', 'Q161426', 'ORYSA'), ('Gossypium anomalum', 'Q15368023', 'GOSAN'), ('Gossypium arboreum', 'Q310124', 'GOSAR'), ('Gossypium barbadense', 'Q311515', 'GOSBA'), ('Solanum lycopersicum', 'LYPES'), ('Triticum aestivum', 'Q161098', 'TRZAX'), ('Gossypium davidsonii', 'Q25533060', 'GOSDV'), ('Gossypium thurberi', 'Q5587520', 'GOSTH'), ('Gossypium herbaceum', 'Q177615', 'GOSHE'), ('Syzygium cumini', 'Q232571', 'SYZCU'), ('Gossypium hirsutum', 'Q133481', 'GOSHI')]","[('Anthracnose',)]"
205,9,703,Colletotrichum falcatum,,GLOMTU,"[('Sugarcane', 'Q3391243', 'SACOF')]","[('Red rot',)]"
206,9,813,Apiognomonia errabunda,Q4779849,GNOMEB,"[('Acer pseudoplatanus', 'Q156944', 'ACRPP')]","[('Anthracnose',)]"
207,9,813,Apiognomonia erythrostoma,Q10415635,GNOMER,[],"[('Q115043777', 'Q115043777'), ('apricot leaf scorch', 'Q8502088')]"
208,9,814,Gnomonia iliau,Q5574382,GNOMIL,"[('Sugarcane', 'Q3391243', 'SACOF')]","[('Iliau',)]"
209,9,816,Stegophora ulmea,Q7606707,GNOMUL,"[('Ulmus serotina', 'Q2110146', 'ULMSE'), ('Ulmus glabra', 'Q147498', 'ULMGL'), ('Ulmus', 'Q95921245', '1ULMG'), ('Ulmus laciniata', 'Q4115140', 'ULMLA'), ('Ulmus crassifolia', 'Q7879431', 'ULMCR'), ('Ulmus thomasii', 'Q1147786', 'ULMTH'), ('Ulmus x hollandica', 'ULMHO'), ('Ulmus laevis', 'Q147492', 'ULMLV'), ('Ulmus davidiana var. japonica', 'Q844010', 'ULMJA'), ('Ulmus pumila', 'Q1079824', 'ULMPU'), ('Ulmus rubra', 'Q1534893', 'ULMRU'), ('Ulmus parvifolia', 'Q1074099', 'ULMPA'), ('Ulmus americana', 'Q469382', 'ULMAM'), ('Ulmus procera', 'ULMPR'), ('Zelkova serrata', 'Q920344', 'ZELSE'), ('Ulmus minor', 'Q147487', 'ULMMI'), ('Ulmus alata', 'Q7879360', 'ULMAL')]","[('black spot of elm', 'Q11775023')]"
210,8,818,Godronia cassandrae,Q10506686,GODRCA,"[('Vaccinium', '1VACG'), ('Vaccinium oxycoccos', 'Q374399', 'VACOX')]","[('End rot',)]"
211,8,819,Gremmeniella abietina,Q147369,GREMAB,"[('Pinus rigida', 'Q837410', 'PIURI'), ('Pinus cembra', 'Q147278', 'PIUCE'), ('Pinus mugo', 'Q147475', 'PIUMU'), ('Pinus contorta', 'Q165091', 'PIUCN'), ('Picea sitchensis', 'Q147426', 'PIESI'), ('Pinus resinosa', 'Q2045958', 'PIURE'), ('Larix lyallii', 'Q1404234', 'LAXLY'), ('Pinus nigra', 'Q145954', 'PIUNI'), ('Pinus sylvestris', 'Q133128', 'PIUSI'), ('Pinus monticola', 'Q261309', 'PIUMO'), ('Pinus nigra subsp. laricio', 'Q3905334', 'PIUNL'), ('Pinus pinea', 'Q106094', 'PIUPN'), ('Pinus banksiana', 'Q806838', 'PIUBN'), ('Picea rubens', 'Q469151', 'PIERU'), ('Picea jezoensis', 'Q1190084', 'PIEJE'), ('Pseudotsuga menziesii', 'Q156687', 'PSTME'), ('Pinus wallichiana', 'Q747652', 'PIUWA'), ('Pinus radiata', 'Q748888', 'PIURA'), ('Pinus pinaster', 'Q271582', 'PIUPL'), ('Pinus sabiniana', 'Q2473331', 'PIUSA'), ('Pinus strobus', 'Q157230', 'PIUST'), ('Pinus thunbergii', 'Q854884', 'PIUTH'), ('Picea glauca', 'Q128116', 'PIEGA'), ('Abies nordmanniana subsp. equitrojani', 'ABIBR'), ('Picea abies', 'PIEAB'), ('Pinus ponderosa', 'Q460523', 'PIUPO'), ('Pinus koraiensis', 'Q301636', 'PIUKO'), ('Pinophyta', 'Q132825', '1PINP'), ('Pinus halepensis', 'Q211457', 'PIUHA'), ('Picea mariana', 'Q218425', 'PIEMA'), ('Pinus nigra subsp. pallasiana', 'Q4429482', 'PIUNP'), ('Abies sachalinensis', 'Q1520125', 'ABISA'), ('Larix kaempferi', 'Q147439', 'LAXLE'), ('Abies balsamea', 'Q428023', 'ABIBA'), ('Picea omorika', 'Q147824', 'PIEOM'), ('Pinus densiflora', 'Q1044186', 'PIUDE')]","[('scleroderris canker', 'Q12042243')]"
212,8,13,Guignardia aesculi,Q3119498,GUIGAE,[],"[('horse chestnut leaf blotch', 'Q12857334')]"
213,8,13,Phyllosticta ampelicida,,GUIGBI,"[('Vitis vinifera', 'Q30046', 'VITVI'), ('Vitis', 'Q191019', '1VITG')]","[('Black rot',)]"
214,8,820,Guignardia camelliae,Q10510380,GUIGCA,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Copper blight',)]"
215,8,13,Guignardia citricarpa,Q5615694,GUIGCI,"[('Citrus x limon', 'CIDLI'), ('Citrus tankan', 'Q11113636', 'CIDTK'), ('Fortunella', 'Q12483066', '1FOLG'), ('Citrus x nobilis', 'Q113032585', 'CIDNO'), ('Citrus x nobilis', 'CIDNO'), ('Citrus x aurantiifolia', 'CIDAF'), ('Fortunella', '1FOLG'), ('Citrus maxima', 'CIDGR'), ('Citrus x aurantium var. paradisi', 'CIDPA'), ('Citrus', 'Q81513', '1CIDG'), ('Citrus medica', 'Q150064', 'CIDME'), ('Citrus', 'Q110369372', '1CIDG'), ('Citrus reticulata', 'Q125337', 'CIDRE'), ('Citroncirus webberi', 'CJCWE'), ('Citrus x aurantium', 'CIDAU'), ('Citrus x limonia', 'CIDLO'), ('Citrus x aurantium var. sinensis', 'CIDSI')]","[('Black spot',), ('Citrus Black Spot', 'Q5122880')]"
216,8,13,Guignardia musae,Q5615699,GUIGMU,[],"[('Banana freckle', 'Q20683862')]"
217,8,822,Arthuriomyces peckianus,Q4800816,GYMCIN,"[('Rubus', 'Q602740', '1RUBG')]","[('Orange rust',)]"
218,8,824,Gymnosporangium sabinae,Q449430,GYMNFU,"[('Pyrus communis', 'Q146281', 'PYUCO'), ('Juniperus chinensis', 'Q157697', 'IUPCH')]","[('pear trellis rust', 'Q93431365')]"
219,8,824,Gymnosporangium juniperi-virginianae,Q5625087,GYMNJV,"[('Malus ioensis', 'Q3332919', 'MABIO'), ('Juniperus scopulorum', 'Q533674', 'IUPSC'), ('Juniperus sp.', 'IUPSS'), ('Juniperus virginiana', 'Q60174732', 'IUPVI'), ('Malus domestica', 'Q18674606', 'MABSD'), ('Malus x soulardii', 'MABSO'), ('Crataegus mollis', 'Q2671022', 'CSCML'), ('Juniperus horizontalis', 'Q121427', 'IUPHO'), ('Malus glaucescens', 'Q12841659', 'MABGL'), ('Malus angustifolia', 'Q4535958', 'MABAN'), ('Juniperus chinensis var. sargentii', 'Q15239368', 'IUPCS'), ('Crataegus sp.', 'CSCSS'), ('Malus coronaria', 'Q1936759', 'MABCO')]","[('Q100713428', 'Q100713428')]"
220,6,825,Haplobasidion musae,Q5651655,HAPBMU,"[('Musa', 'Q8666090', '1MUBG'), ('Musa x paradisiaca', 'MUBPA')]","[('Malayan leaf spot',)]"
221,6,826,Hapalosphaeria deformans,Q5651571,HAPSDE,"[('Rubus', 'Q602740', '1RUBG')]","[('Stamen blight',)]"
222,9,828,Helminthosporium papulosum,Q5709444,HELMPA,"[('Malus', 'Q104819', '1MABG')]","[('Black pox',)]"
223,9,828,Helminthosporium solani,Q1117479,HELMSO,"[('Solanum tuberosum', 'Q10998', 'SOLTU')]","[('silver scurf', 'Q16326620')]"
224,9,830,Herpotrichia juniperi,Q14955414,HERPJU,[],"[('brown felt blight', 'Q12048208')]"
225,7,832,Globodera rostochiensis,Q595152,HETDRO,"[('Solanum melongena', 'Q7540', 'SOLME'), ('Solanum pinnatum', 'Q15536494', 'SOLSB'), ('Solanum tuberosum', 'SOLTU'), ('Datura ferox', 'Q1245970', 'DATFE'), ('Nicotiana acuminata', 'Q1987290', 'NIOAC'), ('Solanum lycopersicum', 'LYPES'), ('Solanum crispum', 'Q145597', 'SOLCR')]","[('Q13427895', 'Q13427895'), ('Q106725501', 'Q106725501')]"
226,7,833,Heterodera schachtii,Q2203128,HETDSC,"[('Brassica', 'Q58677', '1BRSG'), ('Beta vulgaris', 'Q165191', 'BEAVX')]","[('Q106727151', 'Q106727151')]"
227,8,836,Helicobasidium purpureum,Q1634818,HLCBBR,"[('Ulmus', 'Q131113', '1ULMG'), ('Medicago sativa', 'Q156106', 'MEDSA'), ('Trifolium pratense', 'Q156635', 'TRFPR'), ('Rubus', 'Q602740', '1RUBG')]","[('violet root rot', 'Q3429534'), ('Root rot', 'Q1442077')]"
228,8,836,Helicobasidium mompa,Q10519608,HLCBMO,"[('Ipomoea batatas', 'Q37937', 'IPOBA')]","[('violet root rot', 'Q3429534')]"
229,9,837,Hylurgopinus rufipes,Q2692053,HYLRRU,"[('Ulmus americana', 'Q469382', 'ULMAM'), ('Ulmus', 'Q95921245', '1ULMG')]","[('Dutch elm disease', 'Q845598')]"
230,9,839,Aureobasidium caulivorum,,KABACA,"[('Trifolium pratense', 'Q156635', 'TRFPR')]","[('Northern anthracnose',)]"
231,9,840,Kabatina thujae,Q10542336,KABTTH,[],"[('Q10855908', 'Q10855908')]"
232,8,841,Laetisaria fuciformis,Q3216059,LAESFU,[],"[('Red Thread', 'Q2168931')]"
233,10,842,Lettuce big vein virus,Q6533867,LBVV00,[],"[('Lettuce big-vein disease', 'Q6533866')]"
234,8,844,Lachnellula pini,Q80903343,LCHNPI,[],"[('Q20919706', 'Q20919706')]"
235,8,846,Lachnellula wilkommii,Q1805201,LCHNWI,[],"[('Q12427347', 'Q12427347')]"
236,9,848,Little cherry virus 1,Q18968014,LCHV10,"[('Prunus avium', 'Q165137', 'PRNAV'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Prunus tomentosa', 'Q627393', 'PRNTO'), ('Prunus incisa', 'Q3269605', 'PRNIC'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus', 'Q9063477', '1PRNG'), ('Prunus x sieboldii', 'PRNZB'), ('Prunus serrula', 'PRNSR'), ('Prunus x yedoensis', 'PRNYE'), ('Prunus emarginata', 'Q591062', 'PRNEM'), ('Prunus sargentii', 'Q163039', 'PRNSG'), ('Prunus serrulata', 'Q165321', 'PRNSL'), ('Prunus pensylvanica', 'Q2707920', 'PRNPE'), ('Prunus subhirtella', 'PRNSU'), ('Prunus domestica', 'Q44120', 'PRNDO'), ('Prunus mahaleb', 'Q161920', 'PRNMH')]","[('Little cherry disease', 'Q11775039')]"
237,9,849,Little cherry virus 2,Q18967871,LCHV20,[],"[('Little cherry disease', 'Q11775039')]"
238,9,850,Grosmannia wageneri,,LEPGWA,"[('Pinus sylvestris', 'Q133128', 'PIUSI'), ('Pinus jeffreyi', 'Q251370', 'PIUJE'), ('Pinophyta', 'Q132825', '1PINP'), ('Pinus edulis', 'Q133096', 'PIUED'), ('Picea sp.', 'PIESS'), ('Pinus contorta', 'Q165091', 'PIUCN'), ('Picea sitchensis', 'Q147426', 'PIESI'), ('Tsuga mertensiana', 'Q593894', 'TSUME'), ('Pinus nigra', 'Q145954', 'PIUNI'), ('Tsuga heterophylla', 'Q1144409', 'TSUHE'), ('Pseudotsuga menziesii', 'Q156687', 'PSTME'), ('Pinus monticola', 'Q261309', 'PIUMO'), ('Pinus ponderosa', 'Q460523', 'PIUPO'), ('Pinus monophylla', 'Q583885', 'PIUMP')]","[('Black stain root disease',)]"
239,9,750,Leptosphaeria libanotis,Q6528393,LEPTLB,[],"[('Q128473665', 'Q128473665')]"
240,9,750,Leptosphaeria maculans,Q6528396,LEPTMA,"[('Brassicaceae', 'Q156888', '1CRUF'), ('Brassica oleracea', 'Q146212', 'BRSOX')]","[('Q128463655', 'Q128463655'), ('Q128830670', 'Q128830670')]"
241,9,852,Septoria nodorum,Q84855498,LEPTNO,[],"[('wheat septoria leaf blotch', 'Q18415340')]"
242,8,853,Leveillula lanuginosa,Q80908762,LEVELA,"[('Daucus carota subsp. sativus', 'Q11678009', 'DAUCS')]","[('Powdery mildew',)]"
243,8,853,Leveillula taurica,Q6534980,LEVETA,"[('Passiflora edulis', 'Q156790', 'PAQED'), ('Medicago sativa', 'Q156106', 'MEDSA'), ('Solanum pseudocapsicum', 'Q1475749', 'SOLPC'), ('Cajanus cajan', 'Q632559', 'CAJCA'), ('Cicer arietinum', 'Q81375', 'CIEAR'), ('Allium', 'Q49391', '1ALLG'), ('Cannabis sativa', 'Q26726', 'CNISA'), ('Spinacia oleracea', 'Q81464', 'SPQOL'), ('Daucus carota subsp. sativus', 'Q11678009', 'DAUCS'), ('Lens culinaris', 'Q131226', 'LENCU'), ('Capsicum', 'Q201959', '1CPSG')]","[('Powdery mildew',)]"
244,8,854,Lophodermium conigenum,Q10569457,LOPHCO,[],"[('Q114068658', 'Q114068658')]"
245,8,854,Lirula macrospora,Q10563182,LOPHMA,[],"[('Q10856125', 'Q10856125')]"
246,8,854,Lophodermium oxycocci,Q10569525,LOPHOX,"[('Vaccinium oxycoccos', 'Q374399', 'VACOX')]","[('Twig blight',)]"
247,8,854,Lophodermium pinastri,Q10426640,LOPHPI,[],"[('Q114068658', 'Q114068658')]"
248,8,854,Lophodermium pini-excelsae,Q10569532,LOPHPX,[],"[('Q114068658', 'Q114068658')]"
249,8,854,Lophodermium seditiosum,Q310179,LOPHSE,[],"[('Q114068658', 'Q114068658'), ('Q11800878', 'Q11800878')]"
250,8,855,Leptotrochila medicaginis,Q6528594,LPTRME,"[('Medicago sativa', 'Q156106', 'MEDSA')]","[('Yellow leaf blotch',)]"
251,6,856,Leptothyrium theae,,LPTYTH,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Dieback',)]"
252,9,857,Nakataea oryzae,Q21398182,MAGNSA,"[('Oryza sativa', 'Q161426', 'ORYSA')]","[('Stem rot',)]"
253,8,859,Marasmius crinisequi,,MARACR,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Horse-hair blight',)]"
254,8,860,Marasmiellus cocophilus,Q6754912,MARLCO,"[('Cocos nucifera', 'Q13187', 'CCNNU')]","[('Lethal bole rot',)]"
255,8,860,Marasmiellus scandens,Q6754915,MARLSC,[],"[('white thread blight', 'Q109044141')]"
256,9,809,Microdochium panattonianum,Q6839477,MARSPA,"[('Lactuca sativa', 'Q83193', 'LACSA')]","[('Anthracnose',)]"
257,8,861,Macrophomina phaseolina,Q3018557,MCPHPH,"[('Helianthus annuus', 'Q171497', 'HELAN'), ('Gossypium hirsutum', 'Q133481', 'GOSHI'), ('Ipomoea batatas', 'Q37937', 'IPOBA'), ('Medicago sativa', 'Q156106', 'MEDSA'), ('Dianthus caryophyllus', 'Q158984', 'DINCA'), ('Carthamus tinctorius', 'Q156625', 'CAUTI'), ('Nicotiana tabacum', 'Q181095', 'NIOTA'), ('Allium', 'Q49391', '1ALLG'), ('Cannabis sativa', 'Q26726', 'CNISA'), ('Sorghum', 'Q12111', 'SORVU'), ('Beta vulgaris', 'Q165191', 'BEAVX'), ('Campanula', 'Q157069', '1CMPG'), ('Zea mays', 'Q11575', 'ZEAMX'), ('Brassica napus', 'Q177932', 'BRSNN'), ('Glycine max', 'Q11006', 'GLXMA'), ('Capsicum', 'Q201959', '1CPSG'), ('Fragaria', 'Q745', '1FRAG'), ('Solanum tuberosum', 'Q10998', 'SOLTU')]","[('Damping off', 'Q1500132'), ('Charcoal rot',), ('Root rot', 'Q1442077')]"
258,8,785,Erysiphe diffusa,,MCRSDI,"[('Glycine max', 'Q11006', 'GLXMA')]","[('Powdery mildew',)]"
259,8,785,Erysiphe vaccinii,,MCRSVA,"[('Vaccinium oxycoccos', 'Q374399', 'VACOX'), ('Vaccinium', 'Q5079636', '1VACG')]","[('Powdery mildew',)]"
260,9,863,Greeneria uvicola,,MELCFU,"[('Vitis', 'Q191019', '1VITG')]","[('Bitter rot',)]"
261,8,865,Melampsora lini,Q3813701,MELMLI,"[('Linum usitatissimum', 'Q45108', 'LIUUT')]","[('flax rust', 'Q110427428'), ('rust', 'Q4273292')]"
262,8,865,Melampsora populnea,Q1740913,MELMPO,[],"[('pine twist rust', 'Q30912517')]"
263,9,683,Microcyclus ulei,Q1931485,MICCUL,"[('Hevea brasiliensis', 'Q156538', 'HVEBR')]","[('South american leaf blight', 'Q25378780')]"
264,9,867,Monilochaetes infuscans,Q6900295,MNLCIN,"[('Ipomoea batatas', 'IPOBA'), ('Ipomoea batatas', 'Q37937', 'IPOBA')]","[('Scurf',)]"
265,8,868,Monilinia fructicola,Q6900282,MONIFC,"[('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus cerasifera', 'Q146951', 'PRNCF'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Pyrus communis', 'Q146281', 'PYUCO'), ('Malus domestica', 'Q18674606', 'MABSD'), ('Crataegus', 'Q132557', '1CSCG'), ('Malus', 'Q104819', '1MABG'), ('Vitis vinifera', 'Q30046', 'VITVI'), ('Pyrus', 'Q434', '1PYUG'), ('Chaenomeles', 'Q157616', '1CNMG'), ('Prunus avium', 'Q165137', 'PRNAV'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Cydonia oblonga', 'Q43300', 'CYDOB'), ('Pyrus pyrifolia', 'Q838963', 'PYUPY'), ('Prunus mume', 'Q157763', 'PRNMM'), ('Prunus amygdalus', 'Q15545507', 'PRNDU'), ('Cornus mas', 'Q158642', 'CRWMS'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Prunus', 'Q190545', '1PRNG'), ('Eriobotrya japonica', 'Q41505', 'EIOJA'), ('Prunus persica var. nucipersica', 'Q3408651', 'PRNPN'), ('Prunus domestica', 'Q44120', 'PRNDO')]","[('Brown rot',), ('American brown rot',)]"
266,8,868,Monilinia fructigena,Q1620122,MONIFG,"[('Corylus avellana', 'Q124969', 'CYLAV'), ('Prunus', 'Q9063477', '1PRNG'), ('Sorbus', 'Q20252994', '1SOUG'), ('Pyrus communis', 'Q146281', 'PYUCO'), ('Malus domestica', 'Q18674606', 'MABSD'), ('Chaenomeles japonica', 'Q158037', 'CNMJA'), ('Cydonia oblonga', 'Q43300', 'CYDOB'), ('Rubus', 'Q602740', '1RUBG')]","[('brown rot of fruit', 'Q12038579')]"
267,8,868,Monilinia laxa,Q2313186,MONILA,"[('Malus', 'Q104819', '1MABG')]","[('European brown rot',)]"
268,8,868,Monilinia oxycocci,Q6900284,MONIOX,"[('Vaccinium oxycoccos', 'Q374399', 'VACOX')]","[('Cottonball',)]"
269,,,Mycosphaerella caricae,Q6947180,MYCOCC,"[('Carica papaya', 'Q34887', 'CIAPA')]","[('Leaf spot',)]"
270,9,871,Mycosphaerella cerasella,Q10591265,MYCOCE,[],"[('cercospora leaf spot', 'Q94300555')]"
271,9,872,Mycosphaerella gossypina,Q10591334,MYCOGO,"[('Gossypium hirsutum', 'Q133481', 'GOSHI')]","[('Leaf spot',)]"
272,9,873,Mycosphaerella laricina,Q10591366,MYCOLA,[],"[('Mycosphaerella needle blight', 'Q11775031')]"
273,9,872,Mycosphaerella linicola,Q10591378,MYCOLN,"[('Linum usitatissimum', 'Q45108', 'LIUUT'), ('Linum bienne', 'Q232898', 'LIUBI'), ('Linum marginale', 'Q6554954', 'LIUMA')]","[('Pasmo',)]"
274,9,872,Mycosphaerella musae,Q6947205,MYCOMS,"[('Musa', 'Q8666090', '1MUBG')]","[('Speckle',)]"
275,9,872,Mycosphaerella pomi,Q6947223,MYCOPO,"[('Malus', 'Q104819', '1MABG')]","[('Brooks fruit spot',), ('Q60979148', 'Q60979148')]"
276,9,874,Sphaerulina musiva,Q108392185,MYCOPP,"[('Populus trichocarpa', 'Q149382', 'POPTC'), ('Populus purdomii', 'Q10895223', 'POPPU'), ('Populus x canadensis', 'POPCA'), ('Populus nigra', 'Q147064', 'POPNI'), ('Populus tremuloides', 'Q469576', 'POPTM'), ('Populus hybrids', 'POPHY'), ('Salix lucida', 'Q159412', 'SAXLU'), ('Populus balsamifera', 'Q149471', 'POPBA'), ('Populus deltoides', 'Q28706735', 'POPDE')]","[('poplar canker', 'Q109018302')]"
277,9,19,Mycosphaerella pyri,Q10591472,MYCOPY,[],"[('pear leaf spot', 'Q14541745')]"
278,9,875,Didymella maydis,,MYCOZM,"[('Zea mays', 'ZEAMX'), ('Zea mays', 'Q11575', 'ZEAMX')]","[('Yellow leaf blight',)]"
279,9,876,Mycovellosiella concors,Q3013152,MYCVCO,[],"[('Q128779211', 'Q128779211')]"
280,9,877,Ramularia phaseoli,,MYCVPH,"[('Fabaceae', 'Q44448', '1LEGF')]","[('Floury leaf spot',)]"
281,8,4,Cyclaneusma minus,Q10464117,NAEMMI,[],"[('Cyclaneusma minus needle cast', 'Q11775070')]"
282,8,879,Naohidemyces vaccinii,Q6964527,NAOHVA,"[('Vaccinium oxycoccos', 'Q374399', 'VACOX')]","[('rust', 'Q4273292')]"
283,9,880,Neonectria ditissima,Q10597558,NECTGA,"[('Pyrus', 'Q25203231', '1PYUG'), ('Malus', 'Q113995820', '1MABG'), ('Malus domestica', 'Q18674606', 'MABSD'), ('Cydonia oblonga', 'Q43300', 'CYDOB'), ('Juglans regia', 'IUGRE')]","[('nectria canker', 'Q30913569')]"
284,8,881,Oidium ericinum,Q10608050,OIDIER,"[('Azalea', 'Q5986917', '1RHOG'), ('Rhododendron', 'Q189393', 'RHOPO')]","[('Powdery mildew',)]"
285,8,881,Oidium mangiferae,Q7081249,OIDIMA,"[('Mangifera indica', 'Q3919027', 'MNGIN')]","[('Powdery mildew',)]"
286,8,881,Oidium tingitaninum,Q7081248,OIDITI,"[('Citrus', 'Q81513', '1CIDG')]","[('Powdery mildew',)]"
287,9,682,Ophiostoma novo-ulmi,Q10610710,OPHSNU,[],"[('Dutch elm disease', 'Q845598')]"
288,9,884,Bactericera cockerelli,Q3410223,PARZCO,"[('Physalis longifolia', 'Q310693', 'PHYLF'), ('Solanum melongena', 'Q7540', 'SOLME'), ('Micromeria douglasii', 'Q10752340', 'MMJCH'), ('Solanum tuberosum', 'SOLTU'), ('Convolvulus arvensis', 'Q111346', 'CONAR'), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Lycium carolineanum', 'LYUCA'), ('Solanum dulcamara', 'Q147707', 'SOLDU'), ('Physalis virginiana', 'Q15532772', 'PHYVR'), ('Lycium berlandieri', 'Q1878516', 'LYUBE'), ('Solanum pseudocapsicum', 'Q1475749', 'SOLPC'), ('Solanum aviculare', 'Q1295038', 'SOLAV'), ('Solanum lycopersicum', 'LYPES'), ('Nicandra physalodes', 'Q1509784', 'NICPH'), ('Nepeta', 'Q20808863', '1NEPG'), ('Nicotiana tabacum', 'Q181095', 'NIOTA'), ('Chamaesaracha coronopus', 'Q15527715', 'CHFCO'), ('Lycium ferocissimum', 'Q151022', 'LYUFE'), ('Mentha', 'Q1920954', '1MENG'), ('Lycium barbarum', 'Q196332', 'LYUHA'), ('Ipomoea batatas', 'IPOBA'), ('Datura stramonium', 'Q30959', 'DATST')]","[('Psyllid yellows', 'Q7256572')]"
289,9,640,Prune dwarf virus,Q7253036,PDV000,"[('Prunus avium', 'Q165137', 'PRNAV'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Prunus domestica subsp. insititia', 'PRNDT'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus cerasifera', 'Q146951', 'PRNCF'), ('Prunus domestica', 'Q44120', 'PRNDO'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Prunus persica var. nucipersica', 'Q3408651', 'PRNPN'), ('Prunus spinosa', 'Q129018', 'PRNSN'), ('Prunus mahaleb', 'Q161920', 'PRNMH'), ('Erythrina crista-galli', 'Q162849', 'ERZCG')]","[('yellows in sour cherry', 'Q114352663')]"
290,9,889,Penicillium digitatum,Q2687731,PENIDI,[],"[('citrus green and blue mold', 'Q100534202')]"
291,9,889,Penicillium italicum,Q3013197,PENIIT,[],"[('citrus green and blue mold', 'Q100534202')]"
