,level,parent,name,q,eppo,hosts,corr_deseases
105,9,703,Colletotrichum lindemuthianum,Q2853020,COLLLD,"[('Lens culinaris', 'Q131226', 'LENCU'), ('Fabaceae', 'Q44448', '1LEGF')]","[('Anthracnose',), ('bean anthracnose', 'Q16039082')]"
106,9,703,Colletotrichum lini,Q5147085,COLLLI,"[('Linum usitatissimum', 'Q45108', 'LIUUT')]","[('Q117035813', 'Q117035813'), ('Anthracnose',)]"
107,9,703,Colletotrichum musae,Q5147088,COLLMU,"[('Musa', 'Q8666090', '1MUBG')]","[('Anthracnose',)]"
108,9,703,Colletotrichum trifolii,Q1312232,COLLTF,"[('Medicago sativa', 'Q156106', 'MEDSA'), ('Trifolium pratense', 'Q156635', 'TRFPR')]","[('Southern anthracnose',), ('Anthracnose',)]"
109,9,705,Coniothyrium wernsdorffiae,Q4202201,CONIWE,"[('Rosa large-flowered bush hybrids', 'ROSXX'), ('Rosa', 'Q34687', '1ROSG')]","[('Brand canker',)]"
110,6,707,Rhodococcus fascians,Q309787,CORBFA,"[('Chrysanthemum', 'Q59882', 'CHYIN'), ('Dianthus caryophyllus', 'Q158984', 'DINCA'), ('Iberis sempervirens', 'Q159306', 'IBESE'), ('Pisum sativum subsp. arvense', 'PIBSA'), ('Rubus', 'Q602740', '1RUBG')]","[('Leafy gall',), ('Fasciation',)]"
111,6,710,Rathayibacter iranicus,,CORBIR,"[('Triticum durum', 'Q618324', 'TRZDU')]","[('Gumming',)]"
112,6,711,Clavibacter michiganensis michiganensis,Q21383092,CORBMI,"[('Physalis heterophylla', 'Q151021', 'PHYHE'), ('Solanum melongena', 'Q7540', 'SOLME'), ('Physalis longifolia', 'Q310693', 'PHYLF'), ('Solanum carolinense', 'Q1044376', 'SOLCA'), ('Solanum tuberosum', 'SOLTU'), ('Datura stramonium', 'Q30959', 'DATST'), ('Solanum pectinatum', 'Q15536653', 'SOLPQ'), ('Brugmansia x candida', 'DATCA'), ('Schizanthus sp.', 'SZTSS'), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Cucumis sativus', 'Q23425', 'CUMSA'), ('Solanum violaceum', 'Q10910406', 'SOLVL'), ('Triticum aestivum', 'Q161098', 'TRZAX'), ('Salpiglossis sp.', 'SLGSS'), ('Solanum atropurpureum', 'Q290565', 'SOLAT'), ('Solanum dulcamara', 'Q147707', 'SOLDU'), ('Solanum americanum', 'Q2729601', 'SOLAM'), ('Zea mays', 'ZEAMX'), ('Nicotiana quadrivalvis', 'Q7030548', 'NIOBI'), ('Solanum nigrum', 'Q146400', 'SOLNI'), ('Nierembergia sp.', 'NIESS'), ('Solanum myriacanthum', 'Q15536349', 'SOLMY'), ('Hordeum vulgare', 'Q11577', 'HORVX'), ('Nierembergia frutescens', 'Q17400389', 'NIEFR'), ('Capsicum frutescens', 'Q311426', 'CPSFR'), ('Brunfelsia lactea', 'Q992615', 'BRFLA'), ('Capsicum', 'Q201959', '1CPSG'), ('Datura innoxia', 'Q17464343', 'DATIN'), ('Solanum pseudocapsicum', 'Q1475749', 'SOLPC'), ('Browallia speciosa', 'Q149763', 'BRWSP'), ('Solanum capsicoides', 'Q4022813', 'SOLCI'), ('Solanum aviculare', 'Q1295038', 'SOLAV'), ('Helianthus annuus', 'HELAN'), ('Solanum lycopersicum', 'LYPES'), ('Streptosolen jamesonii', 'Q136702', 'SROJA'), ('Secale cereale', 'Q12099', 'SECCE'), ('Citrullus lanatus', 'CITLA'), ('Solanum triflorum', 'Q7161852', 'SOLTR'), ('Solanum scabrum', 'Q24853233', 'SOLSC'), ('Solanum quitoense', 'Q795069', 'SOLQU'), ('Datura metel', 'Q715019', 'DATME'), ('Cestrum elegans', 'Q622894', 'CEMEL'), ('Avena sativa', 'Q12104', 'AVESA'), ('Datura sp.', 'DATSS'), ('Hyoscyamus niger', 'Q161058', 'HSYNI'), ('Solanum aethiopicum', 'Q257366', 'SOLAE'), ('Solanum douglasii', 'Q7555746', 'SOLDO')]","[('bacterial wilt and canker of tomato', 'Q11774860'), ('Bacterial canker',)]"
113,6,711,Clavibacter michiganensis subsp. sepedonicus,Q804513,CORBSE,"[('Solanum melongena', 'Q7540', 'SOLME'), ('Solanum tuberosum', 'SOLTU'), ('Solanum mammosum', 'Q1639604', 'SOLMM'), ('Solanum vernei', 'Q15537892', 'SOLVR'), ('Solanum corymbosum', 'Q15534275', 'SOLQO'), ('Solanum chrysotrichum', 'Q15534455', 'SOLKR'), ('Brassica napus', 'Q125526553', 'BRSNN'), ('Elymus repens', 'Q276262', 'AGRRE'), ('Beta vulgaris', 'Q165191', 'BEAVX'), ('Solanum stoloniferum', 'Q3489207', 'SOLSF'), ('Zea mays', 'ZEAMX'), ('Vicia faba', 'Q3092725', 'VICFX'), ('Solanum candolleanum', 'Q3489167', 'SOLQA'), ('Solanum elaeagnifolium', 'Q2716800', 'SOLEL'), ('Stellaria media', 'Q158711', 'STEME'), ('Solanum candidum', 'Q7555737', 'SOLCW'), ('Solanum rostratum', 'Q1788430', 'SOLRS'), ('Solanum commersonii', 'Q3489179', 'SOLCO'), ('Solanum citrullifolium', 'Q624613', 'SOLCF'), ('Solanum demissum', 'Q3489182', 'SOLDS'), ('Solanum lycopersicum', 'LYPES'), ('Poa annua', 'Q157571', 'POAAN'), ('Pisum sativum', 'Q25237', 'PIBSX'), ('Solanum suaveolens', 'Q15538511', 'SOLZU'), ('Solanum chacoense', 'Q3489173', 'SOLCH'), ('Solanum verrucosum', 'Q3489213', 'SOLVC'), ('Phaseolus vulgaris', 'Q42339', 'PHSVX'), ('Solanum radicans', 'Q15537587', 'SOLRD'), ('Solanum wittmackii', 'Q15538070', 'SOLWH'), ('Datura stramonium', 'Q30959', 'DATST'), ('Hyoscyamus niger', 'Q161058', 'HSYNI')]","[('Ring rot', 'Q12424630')]"
114,8,714,Trametes versicolor,Q753833,CORLVE,"[('Juglans nigra', 'Q852572', 'IUGNI')]","[('Wood decay',)]"
115,8,717,Corticium invisum,Q5173280,CORTIN,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Black rot',)]"
116,8,717,Corticium koleroga,Q5063744,CORTKO,"[('Citrus', 'Q81513', '1CIDG'), ('Coffea', 'Q156354', '1COFG')]","[('Thread blight',)]"
117,8,717,Corticium theae,Q5173278,CORTTH,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Black rot',)]"
118,9,719,Corynespora cassiicola,Q5173766,CORYCA,"[('Glycine max', 'Q11006', 'GLXMA'), ('Saintpaulia ionantha', 'Q165406', 'SNPIO'), ('Cattleya', 'Q133733', '1CTBG'), ('Gossypium hirsutum', 'Q133481', 'GOSHI')]","[('Leaf spot',), ('leaf spot of tomato', 'Q106621188'), ('Target spot',), ('blotch disease of cucurbits', 'Q106621352')]"
119,9,722,Magnaporthiopsis maydis,,CPHUMA,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('Late Wilt',)]"
120,9,723,Fusarium sacchari,Q5509917,CPHUSA,"[('Sugarcane', 'Q3391243', 'SACOF')]","[('Wilt',)]"
121,10,727,Citrus psorosis ophiovirus,Q51929876,CPSV00,"[('Fortunella', 'Q12483066', '1FOLG'), ('x Citrofortunella microcarpa', 'CJFMI'), ('Citrus trifoliata', 'PMITR'), ('Citrus x aurantium var. paradisi', 'CIDPA'), ('Citrus', 'Q110369372', '1CIDG'), ('Citroncirus', '1CJCG'), ('Chenopodium quinoa', 'Q139925', 'CHEQU'), ('Citrus x aurantium var. sinensis', 'CIDSI')]","[('psorosis', 'Q109042256')]"
122,8,728,Cristulariella depraedans,Q10461699,CRISDE,[],"[('gray mold spot', 'Q12856885')]"
123,8,731,Moniliophthora perniciosa,Q1306864,CRNPPE,"[('Solanum melongena', 'Q7540', 'SOLME'), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Solanum lycocarpum', 'Q3280462', 'SOLLY'), ('Solanum paniculatum', 'Q5223247', 'SOLPA'), ('Allophylus edulis', 'Q3308800', 'AOLED'), ('Arrabidaea', 'Q8204880', '1ABDG'), ('Solanum mauritianum', 'Q2097687', 'SOLMR'), ('Theobroma obovatum', 'Q15385444', 'THOOB'), ('Capsicum frutescens', 'Q311426', 'CPSFR'), ('Solanum grandiflorum', 'Q15535397', 'SOLGF'), ('Theobroma subincanum', 'Q10262384', 'THOSU'), ('Solanum stipulaceum', 'Q17400934', 'SOLTI'), ('Solanum lycopersicum', 'LYPES'), ('Herrania sp.', 'HRASS'), ('Theobroma cacao', 'THOCA'), ('Solanum aethiopicum', 'Q257366', 'SOLAE'), ('Theobroma bicolor', 'Q893238', 'THOBI'), ('Theobroma grandiflorum', 'Q1144414', 'THOGR'), ('Solanum swartzianum', 'Q15537711', 'SOLSW')]","[('Witches broom disease', 'Q124815445')]"
124,8,733,Cronartium coleosporioides,Q10461905,CRONCL,"[('Pinus mugo', 'Q147475', 'PIUMU'), ('Pinus contorta', 'Q165091', 'PIUCN'), ('Pinus nigra', 'Q145954', 'PIUNI'), ('Melampyrum lineare', 'Q6811161', 'MEALI'), ('Pinus sylvestris', 'Q133128', 'PIUSI'), ('Pedicularis bracteosa', 'Q17715523', 'PEABR'), ('Castilleja sessiliflora', 'Q5049928', 'CSLSE'), ('Castilleja miniata', 'Q2941436', 'CSLMI'), ('Castilleja patriotica', 'Q15351682', 'CSLPA'), ('Castilleja tenuiflora', 'Q15031110', 'CSLTE'), ('Castilleja suksdorfii', 'Q15350265', 'CSLSK'), ('Pinus contorta var. latifolia', 'PIUCT'), ('Castilleja linariifolia', 'Q265620', 'CSLLI'), ('Castilleja angustifolia', 'Q5049889', 'CSLAN'), ('Pinus banksiana', 'Q806838', 'PIUBN'), ('Castilleja wightii', 'Q15350938', 'CSLWI'), ('Pinus pumila', 'Q243964', 'PIUPU'), ('Pinus radiata', 'Q748888', 'PIURA'), ('Pedicularis groenlandica', 'Q596828', 'PEAGD'), ('Pinus sabiniana', 'Q2473331', 'PIUSA'), ('Castilleja occidentalis', 'Q2941431', 'CSLOC'), ('Pinus attenuata', 'Q2703208', 'PIUAT'), ('Castilleja latifolia', 'Q5049912', 'CSLLA'), ('Lamourouxia dependens', 'Q15336870', 'LRXDE'), ('Pinus ponderosa', 'Q460523', 'PIUPO'), ('Castilleja integrifolia', 'Q15349746', 'CSLIT'), ('Pinus coulteri', 'Q1137001', 'PIUCO'), ('Pinus jeffreyi', 'Q251370', 'PIUJE'), ('Castilleja rhexifolia', 'Q15350409', 'CSLRX'), ('Pinophyta', 'Q132825', '1PINP'), ('Castilleja foliolosa', 'Q5049904', 'CSLFO'), ('Lamourouxia rhinanthifolia', 'Q15336402', 'LRXRH'), ('Castilleja minor', 'Q5049917', 'CSLMN'), ('Castilleja coccinea', 'CSLCO'), ('Castilleja martini', 'Q42348836', 'CSLMA'), ('Orthocarpus luteus', 'Q7104412', 'ORCLU'), ('Pinus muricata', 'Q866150', 'PIUMR'), ('Pinus densiflora', 'Q1044186', 'PIUDE')]","[('Stalactiform blister rust',)]"
125,8,733,Cronartium comandrae,Q10461906,CRONCO,"[('Pinus brutia var. eldarica', 'PIUHD'), ('Pinus brutia', 'Q628329', 'PIUBR'), ('Pinus rigida', 'Q837410', 'PIURI'), ('Pinus mugo', 'Q147475', 'PIUMU'), ('Pinus contorta', 'Q165091', 'PIUCN'), ('Comandra umbellata subsp. umbellata', 'CDRUU'), ('Pinus echinata', 'Q3237846', 'PIUEC'), ('Pinus sylvestris', 'Q133128', 'PIUSI'), ('Pinus ponderosa var. scopulorum', 'PIUPM'), ('Pinus contorta var. latifolia', 'PIUCT'), ('Pinus taeda', 'Q368248', 'PIUTD'), ('Pinus banksiana', 'Q806838', 'PIUBN'), ('Pinus glabra', 'Q539249', 'PIUGL'), ('Pinus serotina', 'Q2703233', 'PIUSE'), ('Pinus virginiana', 'Q3505749', 'PIUVI'), ('Pinus contorta var. murrayana', 'Q24692853', 'PIUCR'), ('Pinus elliottii', 'Q1249109', 'PIUEL'), ('Comandra umbellata subsp. pallida', 'Q32794511', 'CDRUP'), ('Pinus attenuata', 'Q2703208', 'PIUAT'), ('Pinus ponderosa', 'Q460523', 'PIUPO'), ('Comandra livida', 'Q39910027', 'CDRLI'), ('Comandra umbellata', 'Q15380252', 'CDRUM'), ('Pinus jeffreyi', 'Q251370', 'PIUJE'), ('Pinophyta', 'Q132825', '1PINP')]","[('Comandra blister rust',)]"
126,8,733,Cronartium quercuum,Q10461913,CRONQU,"[('Pinus rigida', 'Q837410', 'PIURI'), ('Pinus mugo', 'Q147475', 'PIUMU'), ('Pinus lawsonii', 'Q3308373', 'PIULW'), ('Pinus contorta', 'Q165091', 'PIUCN'), ('Quercus coccinea', 'Q854714', 'QUECO'), ('Pinus resinosa', 'Q2045958', 'PIURE'), ('Quercus alba', 'Q469555', 'QUEAL'), ('Pinus nigra', 'Q145954', 'PIUNI'), ('Pinus echinata', 'Q3237846', 'PIUEC'), ('Pinus sylvestris', 'Q133128', 'PIUSI'), ('Castanea dentata', 'Q468698', 'CSNDE'), ('Quercus velutina', 'Q1001011', 'QUEVE'), ('Quercus rubra', 'Q147525', 'QUERU'), ('Quercus chapmanii', 'Q3774513', 'QUECP'), ('Pinus taeda', 'Q368248', 'PIUTD'), ('Pinus banksiana', 'Q806838', 'PIUBN'), ('Pinus glabra', 'Q539249', 'PIUGL'), ('Quercus agrifolia', 'Q514052', 'QUEAG'), ('Pinus serotina', 'Q2703233', 'PIUSE'), ('Pinus pungens', 'Q3087592', 'PIUPG'), ('Pinus radiata', 'Q748888', 'PIURA'), ('Pinus pinaster', 'Q271582', 'PIUPL'), ('Castanea pumila', 'Q3662068', 'CSNPU'), ('Pinus virginiana', 'Q3505749', 'PIUVI'), ('Pinus leiophylla', 'Q2737854', 'PIULE'), ('Pinus elliottii', 'Q1249109', 'PIUEL'), ('Quercus serrata', 'Q847209', 'QUEGL'), ('Quercus falcata', 'Q1066116', 'QUEFC'), ('Pinus clausa', 'Q1259309', 'PIUCL'), ('Pinus teocote', 'Q311073', 'PIUTE'), ('Pinus ponderosa', 'Q460523', 'PIUPO'), ('Pinophyta', 'Q132825', '1PINP'), ('Quercus marilandica', 'Q845791', 'QUEMR'), ('Pinus halepensis', 'Q211457', 'PIUHA'), ('Quercus mongolica', 'Q1367359', 'QUEMO'), ('Pinus caribaea', 'Q2900918', 'PIUCB'), ('Quercus acutissima', 'Q1034859', 'QUEAS'), ('Castanopsis', 'Q1065400', '1CSOG'), ('Pinus muricata', 'Q866150', 'PIUMR')]","[('Eastern gall rust',)]"
127,6,735,Cryptostroma corticale,Q10462705,CRPSCO,"[('Acer palmatum', 'Q269224', 'ACRPA'), ('Acer saccharinum', 'Q158301', 'ACRSA'), ('Acer campestre', 'Q158785', 'ACRCA'), ('Acer platanoides', 'Q60174716', 'ACRPL'), ('Acer macrophyllum', 'Q599523', 'ACRMA'), ('Acer pseudoplatanus', 'Q156944', 'ACRPP'), ('Acer circinatum', 'Q568923', 'ACRCJ'), ('Acer japonicum', 'Q149269', 'ACRJA'), ('Acer rubrum', 'Q161364', 'ACRRB'), ('Aesculus hippocastanum', 'Q28706656', 'AECHI'), ('Acer', 'Q10730504', '1ACRG')]","[('sooty bark disease', 'Q64212020')]"
128,9,737,Anisogramma anomala,Q4765347,CRSPAN,"[('Corylus', 'Q145889', '1CYLG'), ('Corylus avellana', 'Q124969', 'CYLAV'), ('Corylus heterophylla', 'Q976000', 'CYLHE'), ('Corylus americana', 'Q468659', 'CYLAM'), ('Corylus colurna', 'Q148939', 'CYLCO')]","[('Eastern filbert blight',)]"
129,9,739,Cryptodiaporthe castanea,Q10462347,CRYDCA,[],"[('Q12856887', 'Q12856887')]"
130,5,742,Chrysanthemum stunt viroid,Q18974727,CSVD00,"[('Solanum melongena', 'Q7540', 'SOLME'), ('Chrysanthemum nivellei', 'CHYNV'), ('Cota tinctoria', 'Q15551906', 'ANTTI'), ('Mirabilis jalapa', 'Q13710', 'MIBJA'), ('Ambrosia trifida', 'Q3090517', 'AMBTR'), ('Cucumis sativus', 'Q23425', 'CUMSA'), ('Argyranthemum maderense', 'Q15135940', 'AZGMA'), ('Verbesina encelioides', 'Q7160909', 'VEEEN'), ('Argyranthemum frutescens', 'Q2062517', 'CHYFR'), ('Benincasa hispida', 'BNCHI'), ('Sanvitalia procumbens', 'Q1426361', 'SNVPR'), ('Tanacetum cinerariifolium', 'Q1158053', 'CHYCI'), ('Tithonia rotundifolia', 'Q2176037', 'TITRO'), ('Chrysanthemum yoshinaganthum', 'Q21263574', 'CHYYO'), ('Leucanthemum maximum', 'Q3020526', 'CHYMA'), ('Ajania shiwogiku', 'Q15578903', 'CHYSW'), ('Liatris spicata', 'Q1797975', 'LTSSP'), ('Vogtia annua', 'TNCAN'), ('Argyranthemum sp.', 'AZGSS'), ('Sonchus asper', 'Q1065570', 'SONAS'), ('Achillea ptarmica', 'Q1335122', 'ACHPT'), ('Arctotis fastuosa', 'Q2114638', 'VEDFA'), ('Tanacetum balsamita', 'Q1451844', 'CHYBA'), ('Euphorbia hirta', 'Q36177', 'EPHHI'), ('Senecio glastifolius', 'Q3259822', 'SENGF'), ('Verbena sp.', 'VEBSS'), ('Solanum nigrum', 'Q146400', 'SOLNI'), ('Pericallis x hybrida', 'SENCR'), ('Chrysanthemum', 'Q83628471', '1CHYG'), ('Chrysanthemum zawadskii', 'Q15226886', 'CHYZA'), ('Tanacetum parthenium', 'Q818481', 'CHYPA'), ('Vinca major', 'Q161746', 'VINMA'), ('Lupinus polyphyllus', 'Q159737', 'LUPPO'), ('Echinacea purpurea', 'Q272661', 'RUDPU'), ('Gynura aurantiaca', 'Q9268236', 'GYUAU'), ('Erigeron bonariensis', 'Q21874195', 'ERIBO'), ('Leucanthemum lacustre', 'Q19848891', 'LCALA'), ('Nicandra physalodes', 'Q1509784', 'NICPH'), ('Chrysanthemum makinoi', 'CHYMK'), ('Chrysanthemum japonense', 'Q5765951', 'DDMJA'), ('Glebionis carinata', 'Q24850726', 'CHYCA'), ('Dahlia', 'Q83631355', '1DAHG'), ('Zinnia elegans', 'Q15245321', 'ZIIEL'), ('Chrysanthemum sp.', 'CHYSS'), ('Coleostephus myconis', 'Q519088', 'CHYMY'), ('Petunia hybrids', 'PEUHY'), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Tanacetum vulgare', 'Q27079', 'CHYVU'), ('Delairea odorata', 'Q2702202', 'SENMI'), ('Emilia fosbergii', 'Q5371657', 'EMIFO'), ('Emilia coccinea', 'Q2028184', 'EMICO'), ('Dahlia pinnata', 'Q1549236', 'DAHPI'), ('Catharanthus roseus', 'Q161093', 'CTURO'), ('Portulaca oleracea', 'Q158015', 'POROL'), ('Glebionis coronaria', 'Q6585129', 'CHYCO'), ('Chrysanthemum crassum', 'Q21263377', 'DDMCR'), ('Solanum lycopersicum', 'LYPES'), ('Amaranthus viridis', 'Q3245265', 'AMAVI'), ('Cardamine bonariensis', 'Q15537127', 'CARBO'), ('Oxalis latifolia', 'Q7115068', 'OXALA'), ('Centaurea cyanus', 'Q156921', 'CENCY'), ('Liatris pycnostachya', 'Q12061156', 'LTSPY'), ('Tanacetum corymbosum', 'Q845174', 'CHYCY'), ('Solanum laxum', 'Q2032362', 'SOLJM'), ('Leucanthemum vulgare', 'Q27164', 'CHYLE'), ('Solanum tuberosum', 'SOLTU'), ('Digitaria sanguinalis', 'Q158994', 'DIGSA'), ('Chrysanthemum x morifolium', 'CHYHO'), ('Tanacetum coccineum', 'Q852073', 'CHYCC'), ('Ageratum sp.', 'AGESS'), ('Pericallis cruenta', 'Q14954851', 'SENCU'), ('Atropanthe sinensis', 'Q143002', 'ATFSI'), ('Chrysanthemum indicum', 'Q4157858', 'CHYIN'), ('Ajania pacifica', 'Q971214', 'CHYPC'), ('Chrysanthemum lavandulifolium', 'Q21263416', 'DDMBO'), ('Helianthus annuus', 'HELAN'), ('Petunia axillaris', 'Q3377722', 'PEUAX'), ('Gomphrena globosa', 'Q1200680', 'GOMGL'), ('Tanacetum bipinnatum', 'Q15556858', 'TNCBI'), ('Chrysanthemum zawadzkii subsp. zawadzkii', 'DDMWE'), ('Heteranthemis viscidehirta', 'Q19848875', 'HTMVI'), ('Achillea millefolium', 'Q25408', 'ACHMI')]","[('chrysanthemum stunt disease', 'Q11755943')]"
131,9,700,Curvularia eragrostidis,,CURVER,"[('Musa', 'Q8666090', '1MUBG')]","[('Leaf spot',)]"
132,8,745,Spilocaea oleaginea,Q3966740,CYCLOL,[],"[('olive peacock spot', 'Q11945265')]"
133,9,746,Cylindrocladiella camelliae,Q5199296,CYLDCA,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Root rot', 'Q1442077')]"
134,9,747,Cylindrocladium clavatum,Q5199303,CYLDCL,"[('Camellia sinensis', 'Q101815', 'CAHSI')]","[('Root rot', 'Q1442077')]"
135,9,748,Polythrincium trifolii,Q105065916,CYMATR,"[('Trifolium pratense', 'Q156635', 'TRFPR')]","[('Sooty blotch',)]"
136,9,5,Cytospora sacchari,Q5201391,CYTOSA,"[('Sugarcane', 'Q3391243', 'SACOF')]","[('sheath rot', 'Q109041858')]"
137,9,5,Cytospora terebinthi,Q5201394,CYTOTE,"[('Pistacia vera', 'Q36071', 'PIAVE')]","[('Gum canker',)]"
138,9,750,Plenodomus tracheiphilus,,DEUTTR,"[('Citrus trifoliata', 'PMITR'), ('Citrus x aurantiifolia', 'CIDAF'), ('Citrus x aurantiifolia var. macrophylla', 'CIDMA'), ('Fortunella sp.', 'FOLSS'), ('Citrus limonimedica', 'CIDMS'), ('Citrus x limon var. bergamia', 'CIDAB'), ('Citrus x limon var. limettioides', 'CIDLT'), ('Citrus pennivesiculata', 'Q21247836', 'CIDPE'), ('Citrus reshni', 'Q5658043', 'CIDRH'), ('Citrus x junos', 'CIDJU'), ('Citrus x limonia var. volkameriana', 'CIDVO'), ('Citrus x limonia', 'CIDLO'), ('Citrus x aurantium var. sinensis', 'CIDSI'), ('Citrus x tangelo', 'CIDRP'), ('Citrus x aurantium var. deliciosa', 'CIDDE'), ('Citrus myrtifolia', 'Q1074438', 'CIDAM'), ('Citrus x aurantium var. clementina', 'CIDCL'), ('Citrus karna', 'CIDAK'), ('Citrus x limonia var. jambhiri', 'CIDJA'), ('Citrus x limon var. meyerii', 'CIDMY'), ('Citrus latipes', 'Q5122905', 'CIDLP'), ('Citrus x aurantium', 'CIDAU'), ('Citrus webberi', 'Q18075777', 'CIDWE'), ('Citrus hybrids', 'CIDHX'), ('Fortunella japonica', 'FOLJA'), ('Citrus x limon', 'CIDLI'), ('Citrus', 'Q81513', '1CIDG'), ('Citrus x aurantium var. paradisi', 'CIDPA'), ('Citrus medica', 'Q150064', 'CIDME'), ('Citrus reticulata', 'Q125337', 'CIDRE'), ('Atalantia buxifolia', 'Q3809342', 'SEVBU'), ('Citrus taiwanica', 'Q10907813', 'CIDTW')]","[('Mal secco',)]"
139,9,752,Diaporthe citri,Q3706792,DIAPCI,"[('Citrus x limon', 'CIDLI'), ('Citrus', 'Q81513', '1CIDG'), ('Citrus x aurantium var. paradisi', 'CIDPA'), ('Citrus reticulata', 'Q125337', 'CIDRE'), ('Citrus x aurantium', 'CIDAU'), ('Mangifera indica', 'Q3919027', 'MNGIN'), ('Citrus x aurantium var. sinensis', 'CIDSI')]","[('Phomopsis stem-end rot',), ('Melanose',)]"
140,9,752,Diaporthe phaseolorum,Q5271817,DIAPPH,"[('Glycine max', 'Q11006', 'GLXMA')]","[('Stem canker',)]"
141,9,752,Diaporthe vaccinii,Q10470723,DIAPVA,"[('Vaccinium oxycoccos', 'Q374399', 'VACOX'), ('Vaccinium corymbosum', 'Q468695', 'VACCO'), ('Vaccinium angustifolium', 'Q512441', 'VACAN'), ('Vaccinium virgatum', 'Q4142371', 'VACVG'), ('Vaccinium ashei', 'VACAH'), ('Vaccinium macrocarpon', 'Q149397', 'VACMA')]","[('Viscid rot',)]"
142,9,752,Phomopsis leptostromiformis,Q10628370,DIAPWO,[],"[('Mycotoxic lupinosis', 'Q105045485')]"
143,8,753,Dibotryon morbosum,Q107627618,DIBOMO,"[('Prunus nigra', 'Q2724971', 'PRNNI'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Prunus domestica subsp. insititia', 'PRNDT'), ('Prunus serotina', 'Q158987', 'PRNSO'), ('Prunus padus', 'Q165424', 'PRNPA'), ('Prunus tomentosa', 'Q627393', 'PRNTO'), ('Prunus americana', 'Q469524', 'PRNAM'), ('Prunus', 'Q9063477', '1PRNG'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Prunus virginiana', 'Q162829', 'PRNVG'), ('Prunus pumila', 'Q1249454', 'PRNPU'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Prunus emarginata', 'Q591062', 'PRNEM'), ('Prunus pensylvanica', 'Q2707920', 'PRNPE'), ('Prunus domestica', 'Q44120', 'PRNDO'), ('Prunus mahaleb', 'Q161920', 'PRNMH')]","[('black knot', 'Q125564562')]"
144,9,696,Cladosporium echinulatum,,DIDMDI,"[('Dianthus caryophyllus', 'Q158984', 'DINCA')]","[('Fairy-ring leaf spot',)]"
145,8,755,Didymascella thujina,Q5274256,DIDSTH,[],"[('cedar leaf blight', 'Q11775122')]"
146,9,756,Didymella applanata,Q5274261,DIDYAP,[],"[('Raspberry spur blight', 'Q7295200')]"
147,9,757,Didymella lycopersici,Q145160,DIDYLY,[],"[('Q17444510', 'Q17444510')]"
148,8,758,Diplocarpon mespili,Q5279832,DIPCMA,[],"[('Entomosporium leaf spot', 'Q3055119'), ('Q13411274', 'Q13411274')]"
149,8,758,Diplocarpon rosae,Q1608118,DIPCRO,"[('Rosa', 'Q34687', '1ROSG')]","[('Black spot',)]"
150,8,7,Sphaeropsis sapinea,Q3023096,DIPDPI,[],"[('Sphaeropsis blight', 'Q11730777'), ('Sphaeropsis blight', 'Q97728780')]"
151,7,760,Ditylenchus destructor,Q3347030,DITYDE,"[('Trifolium', 'Q2476791', '1TRFG'), ('Zea mays', 'ZEAMX'), ('Ipomoea batatas', 'IPOBA'), ('Dahlia hybrids', 'DAHHY'), ('Tigridia pavonia', 'Q3336594', 'TIGPA'), ('Solanum tuberosum', 'SOLTU'), ('Hyacinthus', 'Q125919111', '1HYAG'), ('Allium sativum', 'ALLSA'), ('Iris x hollandica', 'IRIHO'), ('Codonopsis pilosula', 'Q1076269', 'CDWPI'), ('Daucus carota subsp. sativus', 'Q11678009', 'DAUCS'), ('Gladiolus', 'Q5566295', '1GLAG'), ('Tulipa hybrids', 'TULHY'), ('Crocus', 'Q134006691', '1CVOG'), ('Gladiolus hybrids', 'GLAHY'), ('Beta vulgaris', 'Q165191', 'BEAVX')]","[('Q106727456', 'Q106727456')]"
